place,race_date_id,race_count
hakodate,11202306280200,9
hakodate,11202306280300,9
hakodate,11202306280300,9
hakodate,11202306280300,9
hakodate,11202307070100,9
hakodate,11202307070100,9
hakodate,11202307070100,9
hakodate,11202307070200,9
hakodate,11202307070200,9
hakodate,11202307070200,9
hakodate,11202307070300,9
hakodate,11202307070300,9
hakodate,11202307070300,9
hakodate,11202307150100,12
hakodate,11202307150100,12
hakodate,11202307150100,12
hakodate,11202307150200,12
hakodate,11202307150200,12
hakodate,11202307150200,12
hakodate,11202307150300,12
hakodate,11202307150300,12
hakodate,11202307150300,12
hakodate,11202307210100,12
hakodate,11202307210100,12
hakodate,11202307210100,12
hakodate,11202307210200,12
hakodate,11202307210200,12
hakodate,11202307210200,12
hakodate,11202307210300,12
hakodate,11202307210300,12
hakodate,11202307210300,12
hakodate,11202307290100,12
hakodate,11202307290100,12
hakodate,11202307290100,12
hakodate,11202307290200,12
hakodate,11202307290200,12
hakodate,11202307290200,12
hakodate,11202307290300,12
hakodate,11202307290300,12
hakodate,11202307290300,12
hakodate,11202308120100,12
hakodate,11202308120100,12
hakodate,11202308120100,12
hakodate,11202308120200,12
hakodate,11202308120200,12
hakodate,11202308120200,12
hakodate,11202308120300,12
hakodate,11202308120300,12
hakodate,11202308120300,12
hakodate,11202308230100,12
hakodate,11202308230100,12
hakodate,11202308230100,12
hakodate,11202308230200,12
hakodate,11202308230200,12
hakodate,11202308230200,12
hakodate,11202308230300,12
hakodate,11202308230300,12
hakodate,11202308230300,12
hakodate,11202308300100,9
hakodate,11202308300100,9
hakodate,11202308300100,9
hakodate,11202308300200,9
hakodate,11202308300200,9
hakodate,11202308300200,9
hakodate,11202308300300,9
hakodate,11202308300300,9
hakodate,11202308300300,9
hakodate,11202309050100,12
hakodate,11202309050100,12
hakodate,11202309050100,12
hakodate,11202309050200,12
hakodate,11202309050200,12
hakodate,11202309050200,12
hakodate,11202309050300,12
hakodate,11202309050300,12
hakodate,11202309050300,12
hakodate,11202309110100,9
hakodate,11202309110100,9
hakodate,11202309110100,9
hakodate,11202309110200,9
hakodate,11202309110200,9
hakodate,11202309110200,9
hakodate,11202309110300,9
hakodate,11202309110300,9
hakodate,11202309110300,9
hakodate,11202309260100,12
hakodate,11202309260100,12
hakodate,11202309260100,12
hakodate,11202309260200,12
hakodate,11202309260200,12
hakodate,11202309260200,12
hakodate,11202309260300,12
hakodate,11202309260300,12
hakodate,11202309260300,12
hakodate,11202310230100,12
hakodate,11202310230100,12
hakodate,11202310230100,12
hakodate,11202310230200,12
hakodate,11202310230200,12
hakodate,11202310230200,12
hakodate,11202310230300,12
hakodate,11202310230300,12
hakodate,11202310230300,12
hakodate,11202404130100,9
hakodate,11202404130100,9
hakodate,11202404130100,9
hakodate,11202404130200,9
hakodate,11202404130200,9
hakodate,11202404130200,9
hakodate,11202404130300,9
hakodate,11202404130300,9
hakodate,11202404130300,9
hakodate,11202404180100,12
hakodate,11202404180100,12
hakodate,11202404180100,12
hakodate,11202404180200,12
hakodate,11202404180200,12
hakodate,11202404180200,12
hakodate,11202404180300,12
hakodate,11202404180300,12
hakodate,11202404180300,12
hakodate,11202404230100,12
hakodate,11202404230100,12
hakodate,11202404230100,12
hakodate,11202404230200,12
hakodate,11202404230200,12
hakodate,11202404230200,12
hakodate,11202404230300,12
hakodate,11202404230300,12
hakodate,11202404230300,12
hakodate,11202405010100,7
hakodate,11202405010100,7
hakodate,11202405010100,7
hakodate,11202405010200,7
hakodate,11202405010200,7
hakodate,11202405010200,7
hakodate,11202405010300,7
hakodate,11202405010300,7
hakodate,11202405010300,7
hakodate,11202405090100,12
hakodate,11202405090100,12
hakodate,11202405090100,12
hakodate,11202405090200,12
hakodate,11202405090200,12
hakodate,11202405090200,12
hakodate,11202405090300,12
hakodate,11202405090300,12
hakodate,11202405090300,12
hakodate,11202405160100,12
hakodate,11202405160100,12
hakodate,11202405160100,12
hakodate,11202405160100,12
hakodate,11202405160200,12
hakodate,11202405160200,12
hakodate,11202405160200,12
hakodate,11202405160200,12
hakodate,11202405160300,12
hakodate,11202405160300,12
hakodate,11202405160300,12
hakodate,11202405160300,12
hakodate,11202405160400,12
hakodate,11202405160400,12
hakodate,11202405160400,12
hakodate,11202405160400,12
hakodate,11202405240100,12
hakodate,11202405240100,12
hakodate,11202405240100,12
hakodate,11202405240200,12
hakodate,11202405240200,12
hakodate,11202405240200,12
hakodate,11202405240300,11
hakodate,11202405240300,11
hakodate,11202405240300,11
hakodate,11202405290100,12
hakodate,11202405290100,12
hakodate,11202405290100,12
hakodate,11202405290200,12
hakodate,11202405290200,12
hakodate,11202405290200,12
hakodate,11202405290300,12
hakodate,11202405290300,12
hakodate,11202405290300,12
hakodate,11202406060100,12
hakodate,11202406060100,12
hakodate,11202406060100,12
hakodate,11202406060100,12
hakodate,11202406060200,12
hakodate,11202406060200,12
hakodate,11202406060200,12
hakodate,11202406060200,12
hakodate,11202406060300,12
hakodate,11202406060300,12
hakodate,11202406060300,12
hakodate,11202406060300,12
hakodate,11202406060400,12
hakodate,11202406060400,12
hakodate,11202406060400,12
hakodate,11202406060400,12
hakodate,11202408040100,12
hakodate,11202408040100,12
hakodate,11202408040100,12
hakodate,11202408040200,12
hakodate,11202408040200,12
hakodate,11202408040200,12
hakodate,11202408040300,12
hakodate,11202408040300,12
hakodate,11202408040300,12
hakodate,11202408100100,9
hakodate,11202408100100,9
hakodate,11202408100100,9
hakodate,11202408100200,9
hakodate,11202408100200,9
hakodate,11202408100200,9
hakodate,11202408100300,9
hakodate,11202408100300,9
hakodate,11202408100300,9
hakodate,11202408190100,12
hakodate,11202408190100,12
hakodate,11202408190100,12
hakodate,11202408190200,12
hakodate,11202408190200,12
hakodate,11202408190200,12
hakodate,11202408190300,12
hakodate,11202408190300,12
hakodate,11202408190300,12
hakodate,11202408250100,9
hakodate,11202408250100,9
hakodate,11202408250100,9
hakodate,11202408250200,9
hakodate,11202408250200,9
hakodate,11202408250200,9
hakodate,11202408250300,9
hakodate,11202408250300,9
hakodate,11202408250300,9
hakodate,11202409030100,7
hakodate,11202409030100,7
hakodate,11202409030100,7
hakodate,11202409030200,7
hakodate,11202409030200,7
hakodate,11202409030200,7
hakodate,11202409030300,7
hakodate,11202409030300,7
hakodate,11202409030300,7
hakodate,11202409120100,12
hakodate,11202409120100,12
hakodate,11202409120100,12
hakodate,11202409120200,12
hakodate,11202409120200,12
hakodate,11202409120200,12
hakodate,11202409120300,12
hakodate,11202409120300,12
hakodate,11202409120300,12
hakodate,11202409180100,9
hakodate,11202409180100,9
hakodate,11202409180100,9
hakodate,11202409180200,9
hakodate,11202409180200,9
hakodate,11202409180200,9
hakodate,11202409180300,9
hakodate,11202409180300,9
hakodate,11202409180300,9
hakodate,11202409230100,12
hakodate,11202409230100,12
hakodate,11202409230100,12
hakodate,11202409230200,12
hakodate,11202409230200,12
hakodate,11202409230200,12
hakodate,11202409230300,12
hakodate,11202409230300,12
hakodate,11202409230300,12
hakodate,11202410010100,12
hakodate,11202410010100,12
hakodate,11202410010100,12
hakodate,11202410010200,12
hakodate,11202410010200,12
hakodate,11202410010200,12
hakodate,11202410010300,11
hakodate,11202410010300,11
hakodate,11202410010300,11
hakodate,11202410180100,12
hakodate,11202410180100,12
hakodate,11202410180100,12
hakodate,11202410180200,12
hakodate,11202410180200,12
hakodate,11202410180200,12
hakodate,11202410180300,12
hakodate,11202410180300,12
hakodate,11202410180300,12
hakodate,11202410280100,12
hakodate,11202410280100,12
hakodate,11202410280100,12
hakodate,11202410280200,12
hakodate,11202410280200,12
hakodate,11202410280200,12
hakodate,11202410280300,12
hakodate,11202410280300,12
hakodate,11202410280300,12
hakodate,11202504160100,12
hakodate,11202504160100,12
hakodate,11202504160100,12
hakodate,11202504160200,12
hakodate,11202504160200,12
hakodate,11202504160200,12
hakodate,11202504160300,12
hakodate,11202504160300,12
hakodate,11202504160300,12
hakodate,11202504250100,7
hakodate,11202504250100,7
hakodate,11202504250100,7
hakodate,11202504250200,7
hakodate,11202504250200,7
hakodate,11202504250200,7
hakodate,11202504250300,7
hakodate,11202504250300,7
hakodate,11202504250300,7
hakodate,11202505020100,12
hakodate,11202505020100,12
hakodate,11202505020100,12
hakodate,11202505020200,12
hakodate,11202505020200,12
hakodate,11202505020200,12
hakodate,11202505020300,12
hakodate,11202505020300,12
hakodate,11202505020300,12
hakodate,11202505140100,9
hakodate,11202505140100,9
hakodate,11202505140100,9
hakodate,11202505140200,9
hakodate,11202505140200,9
hakodate,11202505140200,9
hakodate,11202505140300,9
hakodate,11202505140300,9
hakodate,11202505140300,9
hakodate,11202505190100,11
hakodate,11202505190100,11
hakodate,11202505190100,11
hakodate,11202505190200,11
hakodate,11202505190200,11
hakodate,11202505190200,11
hakodate,11202505190300,11
hakodate,11202505190300,11
hakodate,11202505190300,11
hakodate,11202505260100,9
hakodate,11202505260100,9
hakodate,11202505260100,9
hakodate,11202505260200,9
hakodate,11202505260200,9
hakodate,11202505260200,9
hakodate,11202505260300,9
hakodate,11202505260300,9
hakodate,11202505260300,9
hakodate,11202506020100,12
hakodate,11202506020100,12
hakodate,11202506020100,12
hakodate,11202506020200,12
hakodate,11202506020200,12
hakodate,11202506020200,12
hakodate,11202506020300,12
hakodate,11202506020300,12
hakodate,11202506020300,12
hakodate,11202506070100,9
hakodate,11202506070100,9
hakodate,11202506070100,9
hakodate,11202506070200,9
hakodate,11202506070200,9
hakodate,11202506070200,9
hakodate,11202506070300,9
hakodate,11202506070300,9
hakodate,11202506070300,9
hakodate,11202507010100,7
hakodate,11202507010100,7
hakodate,11202507010100,7
hakodate,11202507010200,7
hakodate,11202507010200,7
hakodate,11202507010200,7
hakodate,11202507010300,7
hakodate,11202507010300,7
hakodate,11202507010300,7
hakodate,11202507080100,11
hakodate,11202507080100,11
hakodate,11202507080100,11
hakodate,11202507080200,11
hakodate,11202507080200,11
hakodate,11202507080200,11
hakodate,11202507080300,11
hakodate,11202507080300,11
hakodate,11202507080300,11
hakodate,11202507130100,9
hakodate,11202507130100,9
hakodate,11202507130100,9
hakodate,11202507130200,9
hakodate,11202507130200,9
hakodate,11202507130200,9
hakodate,11202507130300,9
hakodate,11202507130300,9
hakodate,11202507130300,9
hakodate,11202507220100,11
hakodate,11202507220100,11
hakodate,11202507220100,11
hakodate,11202507220200,11
hakodate,11202507220200,11
hakodate,11202507220200,11
hakodate,11202507220300,11
hakodate,11202507220300,11
hakodate,11202507220300,11
hakodate,11202508120100,11
hakodate,11202508120100,11
hakodate,11202508120100,11
hakodate,11202508120100,11
hakodate,11202508120100,11
hakodate,11202508120100,11
hakodate,11202508120200,11
hakodate,11202508120200,11
hakodate,11202508120200,11
hakodate,11202508120200,11
hakodate,11202508120200,11
hakodate,11202508120200,11
hakodate,11202508120300,11
hakodate,11202508120300,11
hakodate,11202508120300,11
hakodate,11202508120300,11
hakodate,11202508120300,11
hakodate,11202508120300,11
hakodate,11202508120400,11
hakodate,11202508120400,11
hakodate,11202508120400,11
hakodate,11202508120400,11
hakodate,11202508120400,11
hakodate,11202508120400,11
hakodate,11202508120500,11
hakodate,11202508120500,11
hakodate,11202508120500,11
hakodate,11202508120500,11
hakodate,11202508120500,11
hakodate,11202508120500,11
hakodate,11202508120600,11
hakodate,11202508120600,11
hakodate,11202508120600,11
hakodate,11202508120600,11
hakodate,11202508120600,11
hakodate,11202508120600,11
hakodate,11202509080100,11
hakodate,11202509080100,11
hakodate,11202509080100,11
hakodate,11202509080200,11
hakodate,11202509080200,11
hakodate,11202509080200,11
hakodate,11202509080300,11
hakodate,11202509080300,11
hakodate,11202509080300,11
hakodate,11202509140100,9
hakodate,11202509140100,9
hakodate,11202509140100,9
hakodate,11202509140200,9
hakodate,11202509140200,9
hakodate,11202509140200,9
hakodate,11202509140300,9
hakodate,11202509140300,9
hakodate,11202509140300,9
hakodate,11202509290100,12
hakodate,11202509290100,12
hakodate,11202509290100,12
hakodate,11202509290200,12
hakodate,11202509290200,12
hakodate,11202509290200,12
hakodate,11202509290300,12
hakodate,11202509290300,12
hakodate,11202509290300,12
hakodate,11202510040100,11
hakodate,11202510040100,11
hakodate,11202510040100,11
hakodate,11202510040200,11
hakodate,11202510040200,11
hakodate,11202510040200,11
hakodate,11202510040300,11
hakodate,11202510040300,11
hakodate,11202510040300,11
hakodate,11202510110100,12
hakodate,11202510110100,12
hakodate,11202510110100,12
hakodate,11202510110200,12
hakodate,11202510110200,12
hakodate,11202510110200,12
hakodate,11202510110300,12
hakodate,11202510110300,12
hakodate,11202510110300,12
hakodate,11202510230100,12
hakodate,11202510230100,12
hakodate,11202510230100,12
hakodate,11202510230200,12
hakodate,11202510230200,12
hakodate,11202510230200,12
hakodate,11202510230300,12
hakodate,11202510230300,12
hakodate,11202510230300,12
hakodate,11202604090100,11
hakodate,11202604090100,11
hakodate,11202604090100,11
hakodate,11202604090200,11
hakodate,11202604090200,11
hakodate,11202604090200,11
hakodate,11202604090300,11
hakodate,11202604090300,11
hakodate,11202604090300,11
hakodate,11202604150100,12
hakodate,11202604150100,12
hakodate,11202604150100,12
hakodate,11202604150200,12
hakodate,11202604150200,12
hakodate,11202604150200,12
hakodate,11202604150300,12
hakodate,11202604150300,12
hakodate,11202604150300,12
hakodate,11202604190100,9
hakodate,11202604190100,9
hakodate,11202604190100,9
hakodate,11202604190200,9
hakodate,11202604190200,9
hakodate,11202604190200,9
hakodate,11202604190300,9
hakodate,11202604190300,9
hakodate,11202604190300,9
hakodate,11202604250100,9
hakodate,11202604250100,9
hakodate,11202604250100,9
hakodate,11202604250200,9
hakodate,11202604250200,9
hakodate,11202604250200,9
hakodate,11202604250300,9
hakodate,11202604250300,9
hakodate,11202604250300,9
hakodate,11202604300100,12
hakodate,11202604300100,12
hakodate,11202604300100,12
hakodate,11202604300200,12
hakodate,11202604300200,12
hakodate,11202604300200,12
hakodate,11202604300300,12
hakodate,11202604300300,12
hakodate,11202604300300,12
hakodate,11202605070100,11
hakodate,11202605070100,11
hakodate,11202605070100,11
hakodate,11202605070200,11
hakodate,11202605070200,11
hakodate,11202605070200,11
hakodate,11202605070300,11
hakodate,11202605070300,11
hakodate,11202605070300,11
hakodate,11202605140100,12
hakodate,11202605140100,12
hakodate,11202605140100,12
hakodate,11202605140100,12
hakodate,11202605140200,12
hakodate,11202605140200,12
hakodate,11202605140200,12
hakodate,11202605140200,12
hakodate,11202605140300,12
hakodate,11202605140300,12
hakodate,11202605140300,12
hakodate,11202605140300,12
hakodate,11202605140400,12
hakodate,11202605140400,12
hakodate,11202605140400,12
hakodate,11202605140400,12
hakodate,11202605230100,12
hakodate,11202605230100,12
hakodate,11202605230100,12
hakodate,11202605230200,12
hakodate,11202605230200,12
hakodate,11202605230200,12
hakodate,11202605230300,12
hakodate,11202605230300,12
hakodate,11202605230300,12
hakodate,11202605300100,11
hakodate,11202605300100,11
hakodate,11202605300100,11
hakodate,11202605300200,11
hakodate,11202605300200,11
hakodate,11202605300200,11
hakodate,11202605300300,11
hakodate,11202605300300,11
hakodate,11202605300300,11
hakodate,11202606050100,11
hakodate,11202606050100,11
hakodate,11202606050100,11
hakodate,11202606050200,11
hakodate,11202606050200,11
hakodate,11202606050200,11
hakodate,11202606050300,11
hakodate,11202606050300,11
hakodate,11202606050300,11
hakodate,11202606140100,11
hakodate,11202606140100,11
hakodate,11202606140100,11
hakodate,11202606140200,11
hakodate,11202606140200,11
hakodate,11202606140200,11
hakodate,11202606140300,11
hakodate,11202606140300,11
hakodate,11202606140300,11
hakodate,11202606200100,12
hakodate,11202606200100,12
hakodate,11202606200100,12
hakodate,11202606200200,12
hakodate,11202606200200,12
hakodate,11202606200200,12
hakodate,11202606200300,12
hakodate,11202606200300,12
hakodate,11202606200300,12
aomori,12202306050100,7
aomori,12202306050100,7
aomori,12202306050100,7
aomori,12202306050200,7
aomori,12202306050200,7
aomori,12202306050200,7
aomori,12202306050300,7
aomori,12202306050300,7
aomori,12202306050300,7
aomori,12202306100100,9
aomori,12202306100100,9
aomori,12202306100100,9
aomori,12202306100200,9
aomori,12202306100200,9
aomori,12202306100200,9
aomori,12202306100300,9
aomori,12202306100300,9
aomori,12202306100300,9
aomori,12202306170100,7
aomori,12202306170100,7
aomori,12202306170100,7
aomori,12202306170200,7
aomori,12202306170200,7
aomori,12202306170200,7
aomori,12202306170300,7
aomori,12202306170300,7
aomori,12202306170300,7
aomori,12202306220100,9
aomori,12202306220100,9
aomori,12202306220100,9
aomori,12202306220200,9
aomori,12202306220200,9
aomori,12202306220200,9
aomori,12202306220300,9
aomori,12202306220300,9
aomori,12202306220300,9
aomori,12202306270100,7
aomori,12202306270100,7
aomori,12202306270100,7
aomori,12202306270200,7
aomori,12202306270200,7
aomori,12202306270200,7
aomori,12202306270300,7
aomori,12202306270300,7
aomori,12202306270300,7
aomori,12202307020100,12
aomori,12202307020100,12
aomori,12202307020100,12
aomori,12202307020200,12
aomori,12202307020200,12
aomori,12202307020200,12
aomori,12202307020300,12
aomori,12202307020300,12
aomori,12202307020300,12
aomori,12202307090100,12
aomori,12202307090100,12
aomori,12202307090100,12
aomori,12202307090200,12
aomori,12202307090200,12
aomori,12202307090200,12
aomori,12202307090300,12
aomori,12202307090300,12
aomori,12202307090300,12
aomori,12202307190100,9
aomori,12202307190100,9
aomori,12202307190100,9
aomori,12202307190200,9
aomori,12202307190200,9
aomori,12202307190200,9
aomori,12202307190300,9
aomori,12202307190300,9
aomori,12202307190300,9
aomori,12202307240100,12
aomori,12202307240100,12
aomori,12202307240100,12
aomori,12202307240200,12
aomori,12202307240200,12
aomori,12202307240200,12
aomori,12202307240300,12
aomori,12202307240300,12
aomori,12202307240300,12
aomori,12202307300100,7
aomori,12202307300100,7
aomori,12202307300100,7
aomori,12202307300200,7
aomori,12202307300200,7
aomori,12202307300200,7
aomori,12202307300300,7
aomori,12202307300300,7
aomori,12202307300300,7
aomori,12202308070100,12
aomori,12202308070100,12
aomori,12202308070100,12
aomori,12202308070200,12
aomori,12202308070200,12
aomori,12202308070200,12
aomori,12202308070300,12
aomori,12202308070300,12
aomori,12202308070300,12
aomori,12202308120100,9
aomori,12202308120100,9
aomori,12202308120100,9
aomori,12202308120200,9
aomori,12202308120200,9
aomori,12202308120200,9
aomori,12202308120300,9
aomori,12202308120300,9
aomori,12202308120300,9
aomori,12202308190100,7
aomori,12202308190100,7
aomori,12202308190100,7
aomori,12202308190200,7
aomori,12202308190200,7
aomori,12202308190200,7
aomori,12202308190300,7
aomori,12202308190300,7
aomori,12202308190300,7
aomori,12202308260100,7
aomori,12202308260100,7
aomori,12202308260100,7
aomori,12202308260200,7
aomori,12202308260200,7
aomori,12202308260200,7
aomori,12202308260300,7
aomori,12202308260300,7
aomori,12202308260300,7
aomori,12202309010100,12
aomori,12202309010100,12
aomori,12202309010100,12
aomori,12202309010200,12
aomori,12202309010200,12
aomori,12202309010200,12
aomori,12202309010300,12
aomori,12202309010300,12
aomori,12202309010300,12
aomori,12202309150100,12
aomori,12202309150100,12
aomori,12202309150100,12
aomori,12202309150100,12
aomori,12202309150200,12
aomori,12202309150200,12
aomori,12202309150200,12
aomori,12202309150200,12
aomori,12202309150300,12
aomori,12202309150300,12
aomori,12202309150300,12
aomori,12202309150300,12
aomori,12202309150400,11
aomori,12202309150400,11
aomori,12202309150400,11
aomori,12202309150400,11
aomori,12202309230100,7
aomori,12202309230100,7
aomori,12202309230100,7
aomori,12202309230200,7
aomori,12202309230200,7
aomori,12202309230200,7
aomori,12202309230300,7
aomori,12202309230300,7
aomori,12202309230300,7
aomori,12202309290100,7
aomori,12202309290100,7
aomori,12202309290100,7
aomori,12202309290200,7
aomori,12202309290200,7
aomori,12202309290200,7
aomori,12202309290300,7
aomori,12202309290300,7
aomori,12202309290300,7
aomori,12202310080100,7
aomori,12202310080100,7
aomori,12202310080100,7
aomori,12202310080200,7
aomori,12202310080200,7
aomori,12202310080200,7
aomori,12202310080300,7
aomori,12202310080300,7
aomori,12202310080300,7
aomori,12202310120100,12
aomori,12202310120100,12
aomori,12202310120100,12
aomori,12202310120200,12
aomori,12202310120200,12
aomori,12202310120200,12
aomori,12202310120300,12
aomori,12202310120300,12
aomori,12202310120300,12
aomori,12202310200100,12
aomori,12202310200100,12
aomori,12202310200100,12
aomori,12202310200200,12
aomori,12202310200200,12
aomori,12202310200200,12
aomori,12202310200300,12
aomori,12202310200300,12
aomori,12202310200300,12
aomori,12202310280100,7
aomori,12202310280100,7
aomori,12202310280100,7
aomori,12202310280200,7
aomori,12202310280200,7
aomori,12202310280200,7
aomori,12202310280300,7
aomori,12202310280300,7
aomori,12202310280300,7
aomori,12202311030100,12
aomori,12202311030100,12
aomori,12202311030100,12
aomori,12202311030200,12
aomori,12202311030200,12
aomori,12202311030200,12
aomori,12202311030300,12
aomori,12202311030300,12
aomori,12202311030300,12
aomori,12202404250100,7
aomori,12202404250100,7
aomori,12202404250100,7
aomori,12202404250200,7
aomori,12202404250200,7
aomori,12202404250200,7
aomori,12202404250300,7
aomori,12202404250300,7
aomori,12202404250300,7
aomori,12202405110100,7
aomori,12202405110100,7
aomori,12202405110100,7
aomori,12202405110200,7
aomori,12202405110200,7
aomori,12202405110200,7
aomori,12202405110300,7
aomori,12202405110300,7
aomori,12202405110300,7
aomori,12202405200100,9
aomori,12202405200100,9
aomori,12202405200100,9
aomori,12202405200200,9
aomori,12202405200200,9
aomori,12202405200200,9
aomori,12202405200300,9
aomori,12202405200300,9
aomori,12202405200300,9
aomori,12202406010100,7
aomori,12202406010100,7
aomori,12202406010100,7
aomori,12202406010200,7
aomori,12202406010200,7
aomori,12202406010200,7
aomori,12202406010300,7
aomori,12202406010300,7
aomori,12202406010300,7
aomori,12202406100100,9
aomori,12202406100100,9
aomori,12202406100100,9
aomori,12202406100200,9
aomori,12202406100200,9
aomori,12202406100200,9
aomori,12202406100300,9
aomori,12202406100300,9
aomori,12202406100300,9
aomori,12202406190100,12
aomori,12202406190100,12
aomori,12202406190100,12
aomori,12202406190200,12
aomori,12202406190200,12
aomori,12202406190200,12
aomori,12202406190300,12
aomori,12202406190300,12
aomori,12202406190300,12
aomori,12202406260100,7
aomori,12202406260100,7
aomori,12202406260100,7
aomori,12202406260200,7
aomori,12202406260200,7
aomori,12202406260200,7
aomori,12202406260300,7
aomori,12202406260300,7
aomori,12202406260300,7
aomori,12202407040100,12
aomori,12202407040100,12
aomori,12202407040100,12
aomori,12202407040200,12
aomori,12202407040200,12
aomori,12202407040200,12
aomori,12202407040300,12
aomori,12202407040300,12
aomori,12202407040300,12
aomori,12202407100100,9
aomori,12202407100100,9
aomori,12202407100100,9
aomori,12202407100200,9
aomori,12202407100200,9
aomori,12202407100200,9
aomori,12202407100300,9
aomori,12202407100300,9
aomori,12202407100300,9
aomori,12202407160100,12
aomori,12202407160100,12
aomori,12202407160100,12
aomori,12202407160200,12
aomori,12202407160200,12
aomori,12202407160200,12
aomori,12202407160300,12
aomori,12202407160300,12
aomori,12202407160300,12
aomori,12202407260100,12
aomori,12202407260100,12
aomori,12202407260100,12
aomori,12202407260200,12
aomori,12202407260200,12
aomori,12202407260200,12
aomori,12202407260300,12
aomori,12202407260300,12
aomori,12202407260300,12
aomori,12202407310100,7
aomori,12202407310100,7
aomori,12202407310100,7
aomori,12202407310200,7
aomori,12202407310200,7
aomori,12202407310200,7
aomori,12202407310300,7
aomori,12202407310300,7
aomori,12202407310300,7
aomori,12202408130100,12
aomori,12202408130100,12
aomori,12202408130100,12
aomori,12202408130200,12
aomori,12202408130200,12
aomori,12202408130200,12
aomori,12202408130300,12
aomori,12202408130300,12
aomori,12202408130300,12
aomori,12202408190100,7
aomori,12202408190100,7
aomori,12202408190100,7
aomori,12202408190200,7
aomori,12202408190200,7
aomori,12202408190200,7
aomori,12202408190300,7
aomori,12202408190300,7
aomori,12202408190300,7
aomori,12202408240100,7
aomori,12202408240100,7
aomori,12202408240100,7
aomori,12202408240200,7
aomori,12202408240200,7
aomori,12202408240200,7
aomori,12202408240300,7
aomori,12202408240300,7
aomori,12202408240300,7
aomori,12202408300100,12
aomori,12202408300100,12
aomori,12202408300100,12
aomori,12202408300200,12
aomori,12202408300200,12
aomori,12202408300200,12
aomori,12202408300300,12
aomori,12202408300300,12
aomori,12202408300300,12
aomori,12202409040100,7
aomori,12202409040100,7
aomori,12202409040100,7
aomori,12202409040200,7
aomori,12202409040200,7
aomori,12202409040200,7
aomori,12202409040300,7
aomori,12202409040300,7
aomori,12202409040300,7
aomori,12202409090100,9
aomori,12202409090100,9
aomori,12202409090100,9
aomori,12202409090200,9
aomori,12202409090200,9
aomori,12202409090200,9
aomori,12202409090300,9
aomori,12202409090300,9
aomori,12202409090300,9
aomori,12202409150100,7
aomori,12202409150100,7
aomori,12202409150100,7
aomori,12202409150200,7
aomori,12202409150200,7
aomori,12202409150200,7
aomori,12202409150300,7
aomori,12202409150300,7
aomori,12202409150300,7
aomori,12202409260100,12
aomori,12202409260100,12
aomori,12202409260100,12
aomori,12202409260100,12
aomori,12202409260200,12
aomori,12202409260200,12
aomori,12202409260200,12
aomori,12202409260200,12
