race_id,avg_score,max_score,min_score,std_score,avg_age,racer_count,avg_win_rate,max_win_rate,avg_place_rate,max_place_rate,score_gap,nige_count,oikomi_count,ryo_count,sashi_count,makuri_count,front_runner_pressure,combination,payout_3rentan,payout_popularity,is_over_30,is_over_50,is_over_100,is_popular_50plus,is_popular_100plus,is_popular_150plus
1120230419010004,72.04714285714286,78.06,66.4,4.125638190170154,45.0,7,0.1891428571428571,0.6,0.5071428571428571,0.9,11.659999999999997,1,6,0,0,0,0.1428571428571428,1-4-7,290,1,0,0,0,0,0,0
1120230419010005,83.47571428571429,88.57,77.4,4.539859972667498,42.57142857142857,7,0.0871428571428571,0.233,0.3554285714285714,0.619,11.169999999999987,1,4,2,0,0,0.1428571428571428,3-1-5,3430,12,0,0,0,0,0,0
1120230419010006,85.13714285714286,89.1,79.92,3.784964615799884,40.57142857142857,7,0.1622857142857142,0.296,0.45,0.666,9.179999999999993,2,5,0,0,0,0.2857142857142857,1-2-3,3050,8,0,0,0,0,0,0
1120230419010007,84.64857142857143,89.66,79.48,3.8059621147677705,39.57142857142857,7,0.1168571428571428,0.259,0.4211428571428571,0.666,10.179999999999993,1,4,2,0,0,0.1428571428571428,4-3-1,7370,18,0,0,0,0,0,0
1120230419010008,83.57285714285715,89.77,76.66,4.776999456722159,40.42857142857143,7,0.0679999999999999,0.296,0.3758571428571428,0.74,13.11,2,4,1,0,0,0.2857142857142857,4-1-3,12830,23,0,0,0,0,0,0
1120230419010009,92.40142857142858,95.62,90.04,2.205685294652801,33.714285714285715,7,0.3138571428571429,0.481,0.6898571428571428,0.823,5.579999999999998,2,3,2,0,0,0.2857142857142857,2-1-5,1840,2,0,0,0,0,0,0
1120230419020001,70.23857142857142,73.88,67.1,2.398467764854813,43.142857142857146,7,0.0535714285714285,0.133,0.3414285714285714,0.592,6.780000000000001,1,6,0,0,0,0.1428571428571428,3-7-5,1220,1,0,0,0,0,0,0
1120230419020002,69.89,73.17,67.33,2.1154195801306246,46.285714285714285,7,0.0835714285714285,0.303,0.4095714285714286,0.652,5.840000000000003,2,5,0,0,0,0.2857142857142857,1-4-3,36260,57,1,0,0,1,0,0
1120230419020003,72.51,77.41,66.4,4.534997243659582,38.57142857142857,7,0.2425714285714285,0.566,0.5402857142857143,0.846,11.009999999999993,1,5,1,0,0,0.1428571428571428,2-1-4,680,3,0,0,0,0,0,0
1120230419020004,72.34714285714286,78.06,67.75,3.760752204394378,40.0,7,0.2337142857142857,0.6,0.5327142857142857,0.9,10.310000000000002,2,5,0,0,0,0.2857142857142857,1-2-5,2600,9,0,0,0,0,0,0
1120230419020005,80.98,85.45,77.4,3.2811075365898343,43.0,7,0.052,0.238,0.2315714285714285,0.523,8.049999999999997,1,5,1,0,0,0.1428571428571428,2-1-3,860,3,0,0,0,0,0,0
1120230419020006,80.81714285714285,85.53,76.66,2.686575976254999,41.57142857142857,7,0.0468571428571428,0.133,0.2482857142857142,0.433,8.870000000000005,1,5,1,0,0,0.1428571428571428,1-5-7,2240,5,0,0,0,0,0,0
1120230419020007,89.43142857142857,95.62,85.8,3.1887846617555784,36.85714285714285,7,0.2167142857142857,0.428,0.6358571428571428,0.823,9.820000000000007,2,4,1,0,0,0.2857142857142857,6-4-2,8540,33,0,0,0,0,0,0
1120230419020008,88.08571428571429,95.0,81.17,4.268656530037122,40.0,7,0.1917142857142857,0.481,0.5477142857142857,0.777,13.829999999999998,2,3,2,0,0,0.2857142857142857,4-3-6,26770,47,0,0,0,0,0,0
1120230419020009,89.07714285714285,93.0,85.36,2.7928224331054734,37.71428571428572,7,0.2167142857142857,0.428,0.577,0.761,7.640000000000001,1,3,3,0,0,0.1428571428571428,1-3-7,520,1,0,0,0,0,0,0
1120230419030001,69.16428571428571,72.21,67.1,1.90937037740068,44.0,7,0.0774285714285714,0.303,0.3164285714285714,0.606,5.109999999999999,2,5,0,0,0,0.2857142857142857,5-7-3,1770,5,0,0,0,0,0,0
1120230419030002,70.92142857142856,75.95,67.33,3.132354963768889,43.0,7,0.1004285714285714,0.428,0.4378571428571428,0.761,8.620000000000005,1,5,1,0,0,0.1428571428571428,1-5-4,2130,6,0,0,0,0,0,0
1120230419030003,70.09714285714286,73.48,66.4,2.604270302699748,47.285714285714285,7,0.0829999999999999,0.222,0.3822857142857143,0.652,7.079999999999998,0,7,0,0,0,0.0,1-7-6,1660,4,0,0,0,0,0,0
1120230419030004,79.78,82.03,77.4,1.834266429211776,43.42857142857143,7,0.0272857142857142,0.09,0.184,0.31,4.629999999999996,0,5,2,0,0,0.0,3-7-2,4360,16,0,0,0,0,0,0
1120230419030005,82.41,89.77,76.66,4.664761515876238,39.42857142857143,7,0.0712857142857142,0.296,0.334,0.74,13.11,2,4,1,0,0,0.2857142857142857,2-4-3,18720,17,0,0,0,0,0,0
1120230419030006,88.44571428571429,95.62,85.04,3.930707557776575,39.142857142857146,7,0.1805714285714285,0.352,0.5858571428571429,0.823,10.579999999999998,1,5,1,0,0,0.1428571428571428,1-2-6,570,1,0,0,0,0,0,0
1120230419030007,88.41,95.0,85.36,3.545734526629612,40.142857142857146,7,0.201,0.481,0.5405714285714286,0.777,9.64,1,3,3,0,0,0.1428571428571428,1-3-2,5480,11,0,0,0,0,0,0
1120230419030008,74.80285714285715,78.06,70.0,3.134813733359155,33.714285714285715,7,0.3525714285714286,0.6,0.6874285714285715,0.9,8.060000000000002,3,4,0,0,0,0.4285714285714285,4-2-3,8500,33,0,0,0,0,0,0
1120230419030009,89.3457142857143,93.0,86.56,2.153600528903917,37.0,7,0.2438571428571428,0.428,0.596,0.761,6.439999999999998,3,3,1,0,0,0.4285714285714285,4-7-2,8570,21,0,0,0,0,0,0
1120230427010001,84.92142857142858,87.83,79.67,2.6381838991462088,43.85714285714285,7,0.1214285714285714,0.277,0.4121428571428571,0.5,8.159999999999997,2,5,0,0,0,0.2857142857142857,7-1-5,420,1,0,0,0,0,0,0
1120230427010002,84.69142857142857,89.66,79.73,3.6924807766208168,38.142857142857146,7,0.1047142857142857,0.25,0.4218571428571428,0.583,9.929999999999993,2,4,1,0,0,0.2857142857142857,2-1-6,8610,29,0,0,0,0,0,0
1120230427010003,84.5942857142857,90.22,77.31,4.511477426678376,39.85714285714285,7,0.086,0.333,0.3994285714285714,0.666,12.909999999999997,3,4,0,0,0,0.4285714285714285,4-5-2,1370,6,0,0,0,0,0,0
1120230427010004,85.24285714285715,93.14,79.36,4.8139544184440615,42.57142857142857,7,0.1442857142857143,0.666,0.409,0.857,13.78,1,3,3,0,0,0.1428571428571428,1-4-6,440,2,0,0,0,0,0,0
1120230427010005,92.94857142857144,95.48,91.75,1.2270890835826174,38.85714285714285,7,0.236,0.37,0.7015714285714285,0.888,3.730000000000004,1,5,1,0,0,0.1428571428571428,7-2-3,10700,35,0,0,0,0,0,0
1120230427010006,98.77428571428572,103.9,96.03,2.732196046790063,39.71428571428572,7,0.0882857142857142,0.187,0.3652857142857142,0.531,7.870000000000003,2,4,1,0,0,0.2857142857142857,7-5-1,2490,5,0,0,0,0,0,0
1120230427010007,98.7942857142857,104.38,94.81,2.996341419925624,36.57142857142857,7,0.0542857142857142,0.115,0.345,0.555,9.569999999999991,2,5,0,0,0,0.2857142857142857,1-4-2,6780,29,0,0,0,0,0,0
1120230427010008,97.87857142857142,102.08,94.21,2.9940965725430897,41.71428571428572,7,0.0708571428571428,0.153,0.3395714285714286,0.478,7.870000000000003,2,4,1,0,0,0.2857142857142857,4-3-5,18300,55,0,0,0,1,0,0
1120230427010009,96.49857142857142,102.14,92.43,3.451373777553066,36.57142857142857,7,0.0661428571428571,0.26,0.2497142857142857,0.521,9.709999999999994,2,3,2,0,0,0.2857142857142857,7-1-3,800,2,0,0,0,0,0,0
1120230427010010,97.69142857142856,103.81,92.9,3.371964949261423,39.142857142857146,7,0.0758571428571428,0.142,0.3421428571428571,0.625,10.909999999999997,2,4,1,0,0,0.2857142857142857,2-5-7,540,1,0,0,0,0,0,0
1120230427010011,97.64142857142858,105.2,93.03,4.392275145341071,34.142857142857146,7,0.1254285714285714,0.44,0.3414285714285714,0.68,12.170000000000002,3,4,0,0,0,0.4285714285714285,4-1-7,1440,5,0,0,0,0,0,0
1120230427010012,102.93,106.7,98.04,2.7682726262659427,35.142857142857146,7,0.167,0.291,0.5187142857142858,0.666,8.659999999999997,3,4,0,0,0,0.4285714285714285,5-6-3,25350,92,0,0,0,1,0,0
1120230427020001,83.74285714285715,88.38,77.31,3.934745710909897,43.0,7,0.1061428571428571,0.25,0.3967142857142857,0.578,11.069999999999991,2,4,1,0,0,0.2857142857142857,1-3-5,7440,22,0,0,0,0,0,0
1120230427020002,83.46857142857142,87.57,79.67,2.5830500612739984,44.71428571428572,7,0.0789999999999999,0.192,0.388,0.545,7.899999999999991,1,5,1,0,0,0.1428571428571428,4-1-5,2430,4,0,0,0,0,0,0
1120230427020003,89.51428571428572,93.06,84.15,3.3522373481147216,38.57142857142857,7,0.1698571428571428,0.333,0.5601428571428572,0.733,8.909999999999997,1,5,1,0,0,0.1428571428571428,2-7-4,1560,3,0,0,0,0,0,0
1120230427020004,87.40285714285713,93.24,79.73,4.8910180068015645,38.57142857142857,7,0.128,0.28,0.4918571428571429,0.72,13.509999999999993,3,3,1,0,0,0.4285714285714285,7-1-3,330,1,0,0,0,0,0,0
1120230427020005,88.27,95.48,79.36,5.902242511678648,38.42857142857143,7,0.2094285714285714,0.666,0.5072857142857142,0.888,16.120000000000005,2,4,1,0,0,0.2857142857142857,3-5-2,320,1,0,0,0,0,0,0
1120230427020006,96.51428571428572,100.13,92.9,2.794821742335021,38.0,7,0.0471428571428571,0.093,0.3042857142857142,0.406,7.22999999999999,2,3,2,0,0,0.2857142857142857,5-6-1,11050,44,0,0,0,0,0,0
1120230427020007,95.32428571428572,102.42,92.43,3.3123297799930134,41.142857142857146,7,0.0608571428571428,0.171,0.2007142857142857,0.542,9.989999999999997,2,4,1,0,0,0.2857142857142857,4-6-2,60450,93,1,1,0,1,0,0
1120230427020008,96.29714285714286,98.11,93.76,1.6125622911556414,36.0,7,0.0735714285714285,0.12,0.3159999999999999,0.423,4.349999999999994,3,4,0,0,0,0.4285714285714285,7-3-5,10930,42,0,0,0,0,0,0
1120230427020009,97.49714285714286,99.96,96.06,1.3983885283391289,38.285714285714285,7,0.0479999999999999,0.153,0.3174285714285714,0.461,3.899999999999992,2,4,1,0,0,0.2857142857142857,7-1-2,12960,46,0,0,0,0,0,0
1120230427020010,101.72285714285714,105.03,99.82,1.90208407004628,33.42857142857143,7,0.1362857142857143,0.26,0.4674285714285714,0.592,5.210000000000008,2,4,1,0,0,0.2857142857142857,5-7-4,3170,7,0,0,0,0,0,0
1120230427020011,100.72142857142856,105.2,97.15,3.0830257246814536,35.142857142857146,7,0.1441428571428571,0.44,0.4082857142857143,0.68,8.049999999999997,2,4,1,0,0,0.2857142857142857,6-3-1,16380,47,0,0,0,0,0,0
1120230427020012,102.81857142857145,106.7,97.35,2.9341860232520376,40.0,7,0.1534285714285714,0.291,0.525,0.666,9.350000000000009,3,4,0,0,0,0.4285714285714285,1-4-3,1550,3,0,0,0,0,0,0
1120230427030001,83.23857142857142,87.57,77.31,3.4171695332610583,42.85714285714285,7,0.0698571428571428,0.25,0.3732857142857143,0.545,10.259999999999993,3,4,0,0,0,0.4285714285714285,5-2-7,2250,5,0,0,0,0,0,0
1120230427030002,84.01571428571428,89.53,79.67,3.94024050510819,43.57142857142857,7,0.1155714285714285,0.21,0.3695714285714285,0.578,9.86,0,4,3,0,0,0.0,7-5-4,2800,7,0,0,0,0,0,0
1120230427030003,85.22571428571429,92.16,79.73,3.8163370620830377,43.42857142857143,7,0.1265714285714285,0.277,0.39,0.666,12.429999999999993,2,5,0,0,0,0.2857142857142857,3-5-7,17620,49,0,0,0,0,0,0
1120230427030004,85.77857142857144,92.37,79.36,4.419398256819694,39.85714285714285,7,0.107,0.333,0.4658571428571428,0.708,13.010000000000003,2,4,1,0,0,0.2857142857142857,5-7-1,1150,6,0,0,0,0,0,0
1120230427030005,96.934,102.42,93.73,3.575007692299421,36.0,5,0.0792,0.171,0.3256,0.542,8.689999999999998,2,2,1,0,0,0.4,3-1-5,1700,7,0,0,0,0,0,0
1120230427030006,95.452,97.46,92.9,1.707386892300626,38.4,5,0.0566,0.115,0.2267999999999999,0.423,4.559999999999988,2,2,1,0,0,0.4,4-3-1,2520,13,0,0,0,0,0,0
1120230427030007,95.60333333333334,98.11,92.43,2.154025688488108,38.333333333333336,6,0.0331666666666666,0.111,0.2321666666666666,0.351,5.679999999999993,2,3,1,0,0,0.3333333333333333,3-2-4,30140,88,1,0,0,1,0,0
1120230427030008,98.58714285714288,104.38,94.37,3.147749006754475,40.57142857142857,7,0.0784285714285714,0.178,0.3811428571428571,0.555,10.009999999999993,1,5,1,0,0,0.1428571428571428,2-5-1,5250,15,0,0,0,0,0,0
1120230427030009,100.59714285714288,103.9,96.76,2.4617183313403603,37.142857142857146,7,0.1267142857142857,0.208,0.4257142857142857,0.531,7.140000000000001,2,4,1,0,0,0.2857142857142857,2-6-4,1260,1,0,0,0,0,0,0
1120230427030010,99.98142857142857,105.2,94.21,4.030034857464753,39.285714285714285,7,0.1331428571428571,0.44,0.3825714285714285,0.68,10.990000000000007,2,5,0,0,0,0.2857142857142857,1-7-4,1400,3,0,0,0,0,0,0
1120230427030011,92.48285714285714,95.48,89.66,1.9756662529023352,34.57142857142857,7,0.2771428571428572,0.666,0.6895714285714286,0.888,5.820000000000007,2,3,2,0,0,0.2857142857142857,7-1-3,1830,6,0,0,0,0,0,0
1120230427030012,102.36857142857144,106.7,97.15,3.1834647193031094,34.285714285714285,7,0.1389999999999999,0.291,0.5187142857142858,0.666,9.549999999999995,4,3,0,0,0,0.5714285714285714,1-3-7,1380,4,0,0,0,0,0,0
1120230501010001,49.92142857142857,55.04,46.42,3.37290393465052,30.571428571428573,7,0.16,0.523,0.3429999999999999,0.75,8.619999999999997,0,0,7,0,0,0.0,1-2-3,380,1,0,0,0,0,0,0
1120230501010002,50.05428571428571,56.16,45.75,3.6285665541774543,26.285714285714285,7,0.1187142857142857,0.625,0.415,0.916,10.409999999999997,0,0,7,0,0,0.0,1-2-3,260,1,0,0,0,0,0,0
1120230501010003,84.59142857142857,87.76,79.05,3.123248461519027,38.142857142857146,7,0.1472857142857143,0.25,0.4107142857142857,0.583,8.710000000000008,2,3,2,0,0,0.2857142857142857,2-1-3,2590,9,0,0,0,0,0,0
1120230501010004,84.14,89.08,79.33,3.666583332386341,39.42857142857143,7,0.1077142857142857,0.277,0.3797142857142857,0.625,9.75,2,3,2,0,0,0.2857142857142857,3-1-2,1910,6,0,0,0,0,0,0
1120230501010005,84.39571428571428,90.55,77.88,3.886330133269927,41.0,7,0.1241428571428571,0.388,0.3774285714285714,0.611,12.670000000000002,2,5,0,0,0,0.2857142857142857,1-5-4,1460,6,0,0,0,0,0,0
1120230501010006,85.00428571428571,90.05,79.19,4.048744073342825,40.285714285714285,7,0.1077142857142857,0.272,0.4401428571428571,0.619,10.86,2,5,0,0,0,0.2857142857142857,2-1-3,210,1,0,0,0,0,0,0
1120230501010007,91.07857142857142,93.05,89.48,1.22051121217612,36.85714285714285,7,0.1895714285714285,0.3,0.5427142857142857,0.65,3.569999999999993,3,4,0,0,0,0.4285714285714285,4-3-2,1330,2,0,0,0,0,0,0
1120230501020001,49.5,55.04,45.75,3.3680607674644643,27.428571428571427,7,0.1065714285714285,0.523,0.3305714285714285,0.714,9.29,0,0,7,0,0,0.0,1-4-2,3920,10,0,0,0,0,0,0
1120230501020002,50.25714285714286,56.16,46.42,3.537233920667932,29.428571428571427,7,0.1662857142857143,0.625,0.4074285714285714,0.916,9.739999999999997,0,0,7,0,0,0.0,1-4-3,4620,11,0,0,0,0,0,0
1120230501020003,82.8157142857143,86.66,79.19,2.750538475419297,44.57142857142857,7,0.0725714285714285,0.2,0.3154285714285714,0.5,7.469999999999999,1,6,0,0,0,0.1428571428571428,4-1-2,12700,36,0,0,0,0,0,0
1120230501020004,81.36857142857141,85.5,77.88,2.9841996613912456,41.42857142857143,7,0.0404285714285714,0.166,0.2624285714285714,0.562,7.620000000000003,1,5,1,0,0,0.1428571428571428,2-7-1,20330,54,0,0,0,1,0,0
1120230501020005,88.83428571428571,93.05,86.5,2.364979613321974,32.42857142857143,7,0.1884285714285714,0.3,0.5572857142857143,0.65,6.549999999999997,3,3,1,0,0,0.4285714285714285,1-2-4,470,1,0,0,0,0,0,0
1120230501020006,88.35285714285715,92.13,84.52,2.555554175292936,38.57142857142857,7,0.2205714285714285,0.388,0.5474285714285714,0.611,7.609999999999999,3,3,1,0,0,0.4285714285714285,2-1-3,1230,4,0,0,0,0,0,0
1120230501020007,87.83857142857143,91.14,83.6,3.4001295493526387,38.71428571428572,7,0.1544285714285714,0.25,0.4681428571428571,0.625,7.540000000000006,3,3,1,0,0,0.4285714285714285,3-2-4,7500,23,0,0,0,0,0,0
1120230501030001,47.5,49.88,45.75,1.4947798054117063,29.428571428571427,7,0.0184285714285714,0.047,0.1742857142857143,0.416,4.130000000000003,0,0,7,0,0,0.0,6-5-4,87720,163,1,1,0,1,1,1
1120230501030002,81.11571428571428,84.59,77.88,2.715264610449953,40.142857142857146,7,0.0372857142857142,0.136,0.2221428571428571,0.5,6.710000000000008,1,4,2,0,0,0.1428571428571428,1-3-5,8500,28,0,0,0,0,0,0
1120230501030003,82.37571428571428,86.7,79.05,3.155306943034533,40.57142857142857,7,0.1047142857142857,0.25,0.3251428571428572,0.583,7.650000000000006,2,4,1,0,0,0.2857142857142857,5-2-1,9380,25,0,0,0,0,0,0
1120230501030004,86.62714285714286,89.08,83.57,1.9333969611861443,38.85714285714285,7,0.1944285714285714,0.277,0.4891428571428571,0.625,5.510000000000005,2,4,1,0,0,0.2857142857142857,3-1-6,20350,61,0,0,0,1,0,0
1120230501030005,86.53142857142858,91.14,83.6,2.523862308522584,43.85714285714285,7,0.1018571428571428,0.19,0.4978571428571428,0.619,7.540000000000006,2,4,1,0,0,0.2857142857142857,1-5-3,2120,4,0,0,0,0,0,0
1120230501030006,52.25714285714286,56.16,48.28,2.958855151832174,27.428571428571427,7,0.2544285714285714,0.625,0.5637142857142857,0.916,7.8799999999999955,0,0,7,0,0,0.0,1-2-3,440,1,0,0,0,0,0,0
1120230501030007,91.00142857142858,93.05,89.48,1.2292603273436222,35.42857142857143,7,0.2262857142857142,0.388,0.5585714285714286,0.65,3.569999999999993,3,4,0,0,0,0.4285714285714285,6-1-3,9150,28,0,0,0,0,0,0
1120230513010001,101.90777777777777,107.2,96.83,4.116803304075197,36.888888888888886,9,0.1802222222222222,0.366,0.377,0.533,10.370000000000005,3,3,3,0,0,0.3333333333333333,1-2-9,5690,11,0,0,0,0,0,0
1120230513010002,102.32222222222222,108.33,93.42,5.1573922135556485,36.77777777777778,9,0.1385555555555555,0.304,0.3937777777777778,0.631,14.909999999999997,5,2,2,0,0,0.5555555555555556,3-1-2,39810,131,1,0,0,1,1,0
1120230513010003,101.59333333333332,109.89,93.25,5.200274031241042,38.0,9,0.1161111111111111,0.269,0.3858888888888889,0.636,16.64,1,5,3,0,0,0.1111111111111111,5-2-9,20700,65,0,0,0,1,0,0
1120230513010004,102.21111111111112,109.92,95.83,5.464490928815887,34.888888888888886,9,0.1558888888888888,0.346,0.4186666666666666,0.607,14.090000000000003,2,4,3,0,0,0.2222222222222222,3-5-9,4180,7,0,0,0,0,0,0
1120230513010005,101.58777777777776,109.95,93.15,5.180248009935858,37.44444444444444,9,0.1567777777777778,0.352,0.4337777777777777,0.625,16.799999999999997,3,6,0,0,0,0.3333333333333333,9-2-1,7720,28,0,0,0,0,0,0
1120230513010006,100.76888888888888,107.89,94.09,5.362122817607883,34.888888888888886,9,0.1084444444444444,0.333,0.3453333333333333,0.523,13.799999999999995,4,2,3,0,0,0.4444444444444444,9-7-1,3690,10,0,0,0,0,0,0
1120230513010007,99.95555555555556,105.88,93.55,4.844832585113524,36.333333333333336,9,0.1057777777777777,0.192,0.352,0.5,12.329999999999998,3,5,1,0,0,0.3333333333333333,1-5-2,1070,1,0,0,0,0,0,0
1120230513010008,101.53333333333332,110.57,91.34,6.635284470164029,35.77777777777778,9,0.1007777777777777,0.23,0.3252222222222222,0.56,19.22999999999999,4,2,3,0,0,0.4444444444444444,3-7-2,1920,5,0,0,0,0,0,0
1120230513010009,101.28222222222222,108.25,92.55,6.29564686465533,36.66666666666666,9,0.1035555555555555,0.312,0.3467777777777778,0.518,15.700000000000005,2,5,2,0,0,0.2222222222222222,1-5-8,13050,38,0,0,0,0,0,0
